Student ID,Roll No,Name,Code,Total Marks,Obtained Marks,Credits
194,1065,C++,102,100,92,3
194,1065,English,103,100,85,2
194,1065,Data Structures,104,100,79,4
194,1065,Networking,105,100,88,3
195,2032,Algorithms,201,100,55,4
195,2032,DBMS,202,100,60,4
195,2032,OS,203,100,48,3
195,2032,Networks,204,100,71,3
195,2032,Python,205,100,83,3
196,3064,Physics,301,100,62,4
196,3064,Chemistry,302,100,58,4
196,3064,Biology,303,100,74,3
196,3064,Mathematics,304,100,80,3
196,3064,English,305,100,67,2
197,3065,Physics,301,100,70,4
197,3065,Chemistry,302,100,75,4
197,3065,Biology,303,100,68,3
197,3065,Mathematics,304,100,82,3
197,3065,English,305,100,90,2
199,1066,Mathematics,101,100,78,4
199,1066,C++,102,100,85,3
199,1066,English,103,100,72,2
199,1066,Data Structures,104,100,91,4
199,1066,Networking,105,100,66,3
200,1067,Mathematics,101,100,95,4
200,1067,C++,102,100,92,3
200,1067,English,103,100,85,2
200,1067,Data Structures,104,100,79,4
200,1067,Networking,105,100,88,3
201,2033,Algorithms,201,100,55,4
201,2033,DBMS,202,100,60,4
201,2033,OS,203,100,48,3
201,2033,Networks,204,100,71,3
201,2033,Python,205,100,83,3
202,3066,Physics,301,100,62,4
202,3066,Chemistry,302,100,58,4
202,3066,Biology,303,100,74,3
202,3066,Mathematics,304,100,80,3
202,3066,English,305,100,67,2
203,3067,Physics,301,100,70,4
203,3067,Chemistry,302,100,75,4
203,3067,Biology,303,100,68,3
203,3067,Mathematics,304,100,82,3
203,3067,English,305,100,90,2
205,1068,Mathematics,101,100,78,4
205,1068,C++,102,100,85,3
205,1068,English,103,100,72,2
205,1068,Data Structures,104,100,91,4
205,1068,Networking,105,100,66,3
206,1069,Mathematics,101,100,95,4
206,1069,C++,102,100,92,3
206,1069,English,103,100,85,2
206,1069,Data Structures,104,100,79,4
206,1069,Networking,105,100,88,3
207,2034,Algorithms,201,100,55,4
207,2034,DBMS,202,100,60,4
207,2034,OS,203,100,48,3
207,2034,Networks,204,100,71,3
207,2034,Python,205,100,83,3
208,3068,Physics,301,100,62,4
208,3068,Chemistry,302,100,58,4
208,3068,Biology,303,100,74,3
208,3068,Mathematics,304,100,80,3
208,3068,English,305,100,67,2
209,3069,Physics,301,100,70,4
209,3069,Chemistry,302,100,75,4
209,3069,Biology,303,100,68,3
209,3069,Mathematics,304,100,82,3
209,3069,English,305,100,90,2
211,1070,Mathematics,101,100,78,4
211,1070,C++,102,100,85,3
211,1070,English,103,100,72,2
211,1070,Data Structures,104,100,91,4
211,1070,Networking,105,100,66,3
212,1071,Mathematics,101,100,95,4
212,1071,C++,102,100,92,3
212,1071,English,103,100,85,2
212,1071,Data Structures,104,100,79,4
212,1071,Networking,105,100,88,3
213,2035,Algorithms,201,100,55,4
213,2035,DBMS,202,100,60,4
213,2035,OS,203,100,48,3
213,2035,Networks,204,100,71,3
213,2035,Python,205,100,83,3
214,3070,Physics,301,100,62,4
214,3070,Chemistry,302,100,58,4
214,3070,Biology,303,100,74,3
214,3070,Mathematics,304,100,80,3
214,3070,English,305,100,67,2
215,3071,Physics,301,100,70,4
215,3071,Chemistry,302,100,75,4
215,3071,Biology,303,100,68,3
215,3071,Mathematics,304,100,82,3
215,3071,English,305,100,90,2
217,1072,Mathematics,101,100,78,4
217,1072,C++,102,100,85,3
217,1072,English,103,100,72,2
217,1072,Data Structures,104,100,91,4
217,1072,Networking,105,100,66,3
218,1073,Mathematics,101,100,95,4
218,1073,C++,102,100,92,3
218,1073,English,103,100,85,2
218,1073,Data Structures,104,100,79,4
218,1073,Networking,105,100,88,3
219,2036,Algorithms,201,100,55,4
219,2036,DBMS,202,100,60,4
219,2036,OS,203,100,48,3
219,2036,Networks,204,100,71,3
219,2036,Python,205,100,83,3
220,3072,Physics,301,100,62,4
220,3072,Chemistry,302,100,58,4
220,3072,Biology,303,100,74,3
220,3072,Mathematics,304,100,80,3
220,3072,English,305,100,67,2
221,3073,Physics,301,100,70,4
221,3073,Chemistry,302,100,75,4
221,3073,Biology,303,100,68,3
221,3073,Mathematics,304,100,82,3
221,3073,English,305,100,90,2
223,1074,Mathematics,101,100,78,4
223,1074,C++,102,100,85,3
223,1074,English,103,100,72,2
223,1074,Data Structures,104,100,91,4
223,1074,Networking,105,100,66,3
224,1075,Mathematics,101,100,95,4
224,1075,C++,102,100,92,3
224,1075,English,103,100,85,2
224,1075,Data Structures,104,100,79,4
224,1075,Networking,105,100,88,3
225,2037,Algorithms,201,100,55,4
225,2037,DBMS,202,100,60,4
225,2037,OS,203,100,48,3
225,2037,Networks,204,100,71,3
225,2037,Python,205,100,83,3
226,3074,Physics,301,100,62,4
226,3074,Chemistry,302,100,58,4
226,3074,Biology,303,100,74,3
226,3074,Mathematics,304,100,80,3
226,3074,English,305,100,67,2
227,3075,Physics,301,100,70,4
227,3075,Chemistry,302,100,75,4
227,3075,Biology,303,100,68,3
227,3075,Mathematics,304,100,82,3
227,3075,English,305,100,90,2
229,1076,Mathematics,101,100,78,4
229,1076,C++,102,100,85,3
229,1076,English,103,100,72,2
229,1076,Data Structures,104,100,91,4
229,1076,Networking,105,100,66,3
230,1077,Mathematics,101,100,95,4
230,1077,C++,102,100,92,3
230,1077,English,103,100,85,2
230,1077,Data Structures,104,100,79,4
230,1077,Networking,105,100,88,3
231,2038,Algorithms,201,100,55,4
231,2038,DBMS,202,100,60,4
231,2038,OS,203,100,48,3
231,2038,Networks,204,100,71,3
231,2038,Python,205,100,83,3
232,3076,Physics,301,100,62,4
232,3076,Chemistry,302,100,58,4
232,3076,Biology,303,100,74,3
232,3076,Mathematics,304,100,80,3
232,3076,English,305,100,67,2
233,3077,Physics,301,100,70,4
233,3077,Chemistry,302,100,75,4
233,3077,Biology,303,100,68,3
233,3077,Mathematics,304,100,82,3
233,3077,English,305,100,90,2
235,1078,Mathematics,101,100,78,4
235,1078,C++,102,100,85,3
235,1078,English,103,100,72,2
235,1078,Data Structures,104,100,91,4
235,1078,Networking,105,100,66,3
236,1079,Mathematics,101,100,95,4
236,1079,C++,102,100,92,3
236,1079,English,103,100,85,2
236,1079,Data Structures,104,100,79,4
236,1079,Networking,105,100,88,3
237,2039,Algorithms,201,100,55,4
237,2039,DBMS,202,100,60,4
237,2039,OS,203,100,48,3
237,2039,Networks,204,100,71,3
237,2039,Python,205,100,83,3
238,3078,Physics,301,100,62,4
238,3078,Chemistry,302,100,58,4
238,3078,Biology,303,100,74,3
238,3078,Mathematics,304,100,80,3
238,3078,English,305,100,67,2
239,3079,Physics,301,100,70,4
239,3079,Chemistry,302,100,75,4
239,3079,Biology,303,100,68,3
239,3079,Mathematics,304,100,82,3
239,3079,English,305,100,90,2
241,1080,Mathematics,101,100,78,4
241,1080,C++,102,100,85,3
241,1080,English,103,100,72,2
241,1080,Data Structures,104,100,91,4
241,1080,Networking,105,100,66,3
242,1081,Mathematics,101,100,95,4
242,1081,C++,102,100,92,3
242,1081,English,103,100,85,2
242,1081,Data Structures,104,100,79,4
242,1081,Networking,105,100,88,3
243,2040,Algorithms,201,100,55,4
243,2040,DBMS,202,100,60,4
243,2040,OS,203,100,48,3
243,2040,Networks,204,100,71,3
243,2040,Python,205,100,83,3
244,3080,Physics,301,100,62,4
244,3080,Chemistry,302,100,58,4
244,3080,Biology,303,100,74,3
244,3080,Mathematics,304,100,80,3
244,3080,English,305,100,67,2
245,3081,Physics,301,100,70,4
245,3081,Chemistry,302,100,75,4
245,3081,Biology,303,100,68,3
245,3081,Mathematics,304,100,82,3
245,3081,English,305,100,90,2
247,1082,Mathematics,101,100,78,4
247,1082,C++,102,100,85,3
247,1082,English,103,100,72,2
247,1082,Data Structures,104,100,91,4
247,1082,Networking,105,100,66,3
